28	2	56
87	70	83
99	16	40
23	38	18
71	81	30
40	33	84
78	71	39
23	16	24
100	78	39
77	75	34
56	84	61
59	90	86
80	64	93
44	32	26
100	34	48
33	98	93
87	67	63
36	25	32
5	16	78
84	80	23
15	33	68
95	2	3
63	31	1
32	72	91
90	59	11
62	55	5
77	73	73
52	81	8
94	6	8
28	97	73
34	23	67
94	54	3
65	17	84
56	45	11
45	69	14
92	69	58
52	73	42
22	41	41
56	22	35
55	2	11
93	26	76
6	40	35
91	14	34
27	33	20
44	31	75
94	18	95
41	46	11
93	96	56
87	17	35
53	53	31
21	24	64
18	36	88
11	80	20
23	100	86
61	59	93
80	83	48
4	12	82
56	27	78
49	2	79
82	41	58
32	58	43
70	56	5
95	12	58
34	6	8
90	5	84
58	8	81
82	10	60
44	22	80
61	100	68
96	25	12
2	14	81
36	8	81
30	63	68
49	41	46
35	76	18
15	43	57
40	65	12
88	69	94
39	61	13
66	12	79
87	53	5
49	39	75
8	47	42
79	12	36
1	38	59
14	20	29
18	66	23
64	39	59
12	56	15
47	7	75
58	82	33
23	29	13
84	90	99
92	14	19
83	64	84
74	56	76
93	15	54
12	21	62
29	27	12
69	87	72
2	43	24
40	77	51
63	68	88
84	15	28
85	56	61
40	88	48
86	96	67
23	69	56
59	13	62
8	65	14
61	97	95
15	67	33
33	59	32
41	98	32
80	58	62
95	24	31
86	60	29
55	73	68
69	93	1
56	72	77
51	28	86
23	54	47
74	17	86
63	67	12
88	78	71
68	14	1
6	44	59
1	3	96
27	50	66
66	74	62
45	11	83
40	72	56
81	24	15
98	2	94
15	63	17
53	7	43
33	41	27
81	24	30
86	17	85
83	26	43
26	91	2
79	84	99
2	6	75
85	81	21
87	30	70
89	87	73
61	22	26
68	41	58
97	51	99
51	100	73
25	60	33
26	50	26
23	66	86
64	9	27
47	33	78
61	95	87
32	17	100
17	33	52
78	4	80
9	82	33
17	45	92
88	32	20
91	97	86
51	21	52
20	100	19
14	10	94
47	84	70
88	47	91
47	73	17
38	73	92
77	50	74
99	23	73
27	88	2
23	94	70
100	46	27
66	4	48
4	57	85
3	58	80
98	90	46
93	81	61
13	7	56
27	7	8
70	9	30
47	68	55
44	39	29
89	45	71
58	43	90
69	58	50
8	2	91
41	84	15
40	29	19
40	43	1
73	33	54
98	64	9
65	75	14
67	49	11
82	60	46
27	20	28
53	18	41
80	93	37
59	97	77
85	12	22
76	97	26
35	16	21
15	13	87
33	43	5
99	10	59
4	98	91
9	98	95
84	50	25
98	66	36
18	59	92
44	62	6
74	32	95
69	96	86
26	28	75
76	88	58
47	22	61
88	45	8
58	18	82
36	57	57
5	60	90
35	47	85
100	5	73
89	21	57
34	89	36
88	13	74
80	62	59
53	32	78
100	24	65
36	58	80
38	63	63
9	34	22
38	32	87
32	23	2
86	37	37
42	49	71
79	55	90
54	17	70
20	59	99
64	61	33
48	93	31
32	31	28
57	32	5
26	37	70
72	26	91
94	3	5
78	78	86
4	38	26
50	64	94
52	31	55
56	27	62
19	47	60
39	63	2
48	77	97
54	54	93
38	83	39
42	10	93
42	12	40
49	55	81
11	82	25
98	14	44
68	69	44
67	26	87
22	27	98
52	75	79
82	78	43
38	77	65
25	100	88
39	33	99
69	77	84
54	33	42
28	76	73
56	60	39
95	41	33
34	44	76
92	22	83
64	92	28
69	29	7
22	36	83
93	37	90
52	71	84
3	64	96
36	62	70
99	68	63
50	62	76
28	77	33
2	60	2
50	60	89
86	65	60
50	95	32
65	44	55
34	13	26
80	29	38
91	90	90
47	84	27
86	53	59
38	8	15
99	24	98
10	96	48
12	97	10
91	47	68
53	70	99
8	76	94
23	91	38
6	21	20
85	74	56
60	26	95
12	29	78
32	58	41
12	15	4
95	31	63
35	93	88
100	53	14
72	85	38
50	46	29
32	60	100
39	18	20
16	13	37
93	41	95
10	70	80
14	62	90
82	83	65
4	65	42
22	46	77
51	18	11
77	32	78
64	37	2
51	66	52
82	27	41
55	61	1
41	99	78
75	28	52
20	1	36
78	87	32
62	85	65
78	49	55
92	79	20
9	61	3
91	73	55
81	19	94
19	19	40
84	32	21
84	60	85
5	31	34
10	49	49
82	4	46
18	94	4
24	48	27
97	83	85
82	12	82
70	4	71
47	93	42
20	87	85
83	27	39
54	96	3
65	72	97
94	48	38
68	20	18
68	83	85
88	20	51
46	19	80
40	36	92
37	16	49
71	78	37
95	54	64
20	75	24
12	8	100
66	39	70
40	12	26
9	42	13
49	53	46
99	6	41
2	77	7
1	87	66
10	56	78
97	28	22
79	2	84
97	66	46
39	57	10
58	47	72
94	24	1
30	72	3
94	5	66
93	49	59
86	30	37
12	62	12
68	24	14
81	88	80
75	45	9
92	27	45
13	81	58
9	41	67
3	76	71
77	81	7
13	81	48
99	58	73
5	26	76
21	29	9
94	32	27
82	99	54
86	39	9
91	10	75
6	79	84
16	1	38
91	91	62
77	37	91
43	52	66
80	15	63
85	32	53
98	85	39
14	99	88
39	32	16
36	27	32
13	100	30
44	21	72
11	72	72
60	82	84
17	62	84
42	79	84
71	13	27
44	34	65
1	44	96
35	80	18
6	60	76
50	38	88
49	21	62
61	91	66
99	88	52
62	45	45
41	26	72
53	27	87
40	58	51
8	38	93
79	18	76
42	97	55
41	94	99
57	28	98
70	96	89
52	66	68
13	17	59
45	29	79
54	57	90
44	17	91
83	75	51
92	81	70
38	41	42
25	53	1
79	34	44
1	100	92
13	79	95
50	28	32
70	53	6
24	51	33
33	11	51
62	25	5
55	99	36
21	64	25
92	18	10
91	74	5
81	50	60
72	45	88
80	70	73
38	16	36
22	38	61
69	96	93
19	33	6
85	47	74
92	75	83
72	79	56
37	11	74
23	64	50
84	26	90
100	82	47
57	18	100
35	50	88
38	71	55
5	25	78
4	9	7
6	22	34
25	60	68
2	2	76
52	43	78
64	17	92
54	60	64
35	92	20
81	35	5
88	48	87
58	95	32
36	26	58
85	47	60
55	9	37
24	27	66
15	26	37
56	43	79
9	19	70
78	46	71
34	79	75
97	8	62
89	24	5
99	15	1
72	96	34
85	91	48
23	65	78
59	42	57
42	27	5
90	61	44
42	86	67
62	8	71
38	70	77
61	52	38
51	41	48
35	75	80
70	51	48
65	80	69
78	97	28
85	65	37
1	69	1
95	87	42
80	59	95
45	11	88
33	12	48
83	31	64
3	34	55
21	91	3
66	99	80
60	55	47
50	62	14
35	31	32
67	81	28
6	19	33
48	95	93
44	99	31
98	60	72
32	36	95
60	60	31
30	60	86
70	100	54
34	67	86
4	35	77
63	1	9
65	63	13
85	63	50
97	32	89
74	14	22
58	77	34
72	91	27
30	22	55
100	75	76
64	87	27
81	40	57
28	17	4
34	80	4
46	94	45
51	63	53
96	45	92
78	83	28
55	84	96
79	16	54
67	77	2
78	74	81
69	62	30
41	38	91
37	56	59
23	33	4
19	67	69
52	50	60
70	5	54
76	88	61
44	29	67
58	21	27
8	48	96
67	97	25
58	63	92
80	77	8
38	23	76
33	43	92
9	40	24
80	52	94
86	3	80
6	3	2
33	40	96
33	84	68
17	39	59
80	76	15
72	73	23
22	2	4
42	19	25
46	30	27
97	92	84
2	4	67
49	21	30
78	93	58
65	69	92
90	32	45
72	91	41
88	57	16
80	36	16
45	38	62
99	65	15
47	95	94
88	3	41
79	4	58
73	51	71
82	56	51
67	40	25
23	33	57
82	46	55
32	58	49
53	6	34
9	17	38
23	28	91
93	25	43
94	1	89
82	48	89
15	53	55
38	14	8
41	12	40
86	87	91
81	7	100
90	75	58
89	31	70
66	76	81
21	97	50
74	10	61
96	29	5
7	10	42
16	93	11
39	4	41
51	84	96
75	75	26
29	70	63
27	34	81
45	13	24
88	3	65
19	84	8
31	23	82
13	72	48
21	15	94
46	69	37
82	51	94
24	27	20
28	63	41
83	47	52
53	81	57
54	27	33
100	17	62
1	49	54
14	76	68
32	58	31
76	81	22
64	64	7
2	26	27
74	75	24
30	52	49
93	71	2
54	53	43
46	34	39
17	45	10
